p__d26058,p__c01002,p__a03002,p__d26007,p__age,p__k02006,p__k02007,p__d14002,p__d14004,p__d14005,p__d14008,p__d14011,p__d25040,p__d25041,p__d25042,p__d25045,p__d25047,p__d25048,p__d25049,p__d25052,p__d25053,p__d25056,p__d25057,p__d25058,p__d25060,p__d25062,p__d25064,p__d25065,p__d25066,p__d25070,p__d25072,p__d25073,p__d25076,p__d25077,p__d25080,p__d25081,p__d25082,p__d25083,p__d25085,p__d23003,p__d23005,p__d23006,p__d23007,p__d23008,p__n01038,p__n01041,p__n01042,p__n01043,p__n01047,pid,is_churned
,6,2,1,6,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,4,3,4,4,4,50020001,0
,6,2,1,5,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,4,4,3,3,3,50020002,0
,5,2,1,2,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,3,4,4,4,50020003,0
,7,4,4,6,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,3,4,4,3,4,50030001,1
,6,4,4,6,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,5,4,4,3,3,4,4,50030002,1
,6,4,3,4,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,4,4,3,4,50030003,1
,6,4,2,3,3,3,0,0,1,1,1,4,5,5,5,4,4,5,5,4,4,5,5,5,5,5,4,5,5,4,4,5,5,5,4,4,5,5,4,2,3,1,2,2,2,3,1,4,50360003,1
,8,4,2,4,4,3,0,0,1,1,1,5,5,5,4,4,5,5,4,5,5,4,5,5,5,4,5,4,5,4,4,5,5,5,4,5,4,5,4,4,3,3,4,4,3,4,4,3,50430003,1
2,7,4,3,4,2,1,1,1,1,1,1,4,5,5,5,3,4,4,5,5,5,2,3,3,5,5,5,5,5,5,5,5,5,5,4,5,3,3,5,4,3,4,2,5,4,4,5,5,50490004,0
2,5,4,4,3,3,3,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,3,4,4,5,5,4,5,4,4,5,4,4,5,4,4,4,4,5,5,5,4,5,4,4,4,4,4,50750004,1
,7,4,4,6,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,3,4,4,3,4,50780001,1
,7,4,4,6,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,3,4,4,3,5,50780002,1
,7,4,2,3,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,4,4,4,5,5,50780003,1
,6,3,4,6,2,1,1,1,1,1,1,4,4,5,5,5,5,4,5,5,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,3,3,2,2,2,2,50910001,1
,7,3,4,5,2,1,1,1,1,1,1,3,3,4,5,3,5,3,3,3,2,2,2,2,5,5,5,5,5,5,5,5,4,5,3,4,2,4,4,3,4,3,3,2,2,2,1,1,50910002,1
,4,3,3,7,1,1,1,1,1,1,1,3,4,4,5,3,5,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,3,3,3,2,5,4,3,4,3,3,2,2,2,2,2,50940001,1
,4,3,3,6,1,1,0,0,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,5,5,5,5,5,2,4,2,1,4,1,1,1,4,4,4,3,4,2,1,1,2,2,1,50940002,1
,6,3,3,5,2,2,1,1,1,1,1,4,4,5,5,3,5,4,5,5,4,3,3,3,5,5,5,5,5,5,5,5,5,5,3,4,3,4,3,3,3,3,3,2,2,2,2,2,50970003,1
,7,3,4,5,2,2,0,0,1,1,1,4,4,3,5,4,4,4,4,4,3,3,3,3,5,5,5,5,5,5,5,5,2,5,3,5,2,5,3,2,3,3,3,2,2,2,2,2,50970005,1
,4,4,1,6,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,51020002,1
,6,4,1,3,3,2,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,51020003,0
,6,4,1,4,3,2,1,1,1,1,1,3,4,4,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,3,3,3,2,3,3,3,2,3,3,51030002,0
,6,2,1,6,2,2,1,1,1,1,1,3,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,51040002,0
,6,4,1,3,2,2,1,1,1,1,1,4,5,5,4,5,5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,51040003,0
,6,3,1,6,2,2,1,1,1,1,1,3,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,51070001,0
,6,4,1,6,2,2,1,1,1,1,1,4,4,4,5,3,3,3,4,4,3,3,3,3,5,5,5,5,5,3,3,4,4,5,5,5,5,5,4,4,4,5,4,4,5,4,4,4,51070002,0
,6,4,1,3,3,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,51070003,0
,6,4,1,3,4,3,0,0,1,1,1,5,4,5,5,5,4,4,5,5,4,5,5,5,5,4,4,4,5,5,5,4,4,5,5,4,4,5,3,2,3,1,2,2,2,3,2,4,51200004,1
5,7,4,1,5,2,1,0,0,1,1,1,3,4,4,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,5,4,4,4,3,4,3,4,5,4,5,5,5,3,3,4,4,3,51330003,1
3,7,4,1,6,2,1,1,1,2,2,1,3,4,4,4,4,4,4,4,4,3,3,4,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,3,3,4,3,3,51410001,1
2,8,3,1,4,2,1,1,1,1,2,1,4,4,4,4,3,4,4,4,4,3,4,4,3,5,5,4,4,5,4,4,5,4,4,4,4,4,4,5,5,5,5,4,3,3,4,3,3,51460002,0
,7,4,1,5,2,1,1,1,1,1,1,4,4,4,4,4,4,5,4,4,4,4,4,3,4,5,5,5,5,4,4,4,4,4,4,4,4,3,5,4,5,5,5,3,3,4,3,3,51480002,0
1,6,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,4,4,5,5,4,5,5,4,4,4,4,4,51630002,0
3,7,4,4,3,3,4,5,5,1,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,51640003,0
2,5,4,4,3,4,4,5,4,4,4,4,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,51640004,1
2,5,3,5,4,3,4,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,51700004,0
3,7,3,6,5,2,2,1,1,1,1,1,5,4,5,5,5,5,4,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,3,5,3,5,3,3,3,3,2,2,2,2,2,2,51850001,0
3,7,3,5,5,1,1,0,0,1,1,1,2,2,2,2,2,5,4,2,2,2,2,2,2,5,5,5,5,5,5,4,3,3,5,3,4,2,5,3,4,3,4,3,2,2,1,1,2,51850002,0
3,5,4,2,5,2,2,0,0,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,4,4,3,3,3,3,2,51960001,1
3,5,4,5,5,2,2,0,0,1,1,1,4,4,4,4,4,4,4,4,4,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,4,3,4,3,2,2,3,3,2,51960002,1
3,7,4,1,5,2,1,2,1,2,2,1,4,4,4,5,4,4,4,5,5,4,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,3,3,4,3,3,52710002,0
3,6,4,2,5,2,1,2,1,1,1,1,4,5,4,5,5,5,5,5,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,2,2,1,1,4,4,3,4,4,52830001,0
3,5,4,5,5,2,1,0,0,1,1,1,4,4,3,4,2,2,2,4,4,3,3,2,3,5,5,5,5,5,5,3,4,4,3,3,3,2,2,4,3,3,4,3,3,2,3,3,4,52900001,1
1,6,4,2,5,2,2,0,0,1,1,1,3,4,2,3,2,2,2,4,3,2,1,2,2,5,5,5,5,5,5,3,3,3,4,2,3,3,3,4,4,4,5,4,4,3,3,3,4,52900002,1
,7,4,1,5,2,2,1,1,1,1,1,3,2,3,2,3,2,2,2,2,2,2,2,2,5,5,5,5,5,3,3,3,3,4,4,3,3,3,4,4,4,5,4,4,4,4,3,3,53260002,0
,6,4,1,5,2,2,1,1,1,1,1,3,5,2,5,2,3,3,5,5,4,4,4,4,5,5,5,5,3,3,3,4,5,5,5,5,5,5,4,4,3,3,3,3,3,3,2,3,53280002,0
3,5,4,5,6,4,3,0,0,1,1,1,4,4,4,4,4,4,4,3,3,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,53540001,0
1,8,4,5,5,3,3,0,0,1,1,1,4,4,4,3,3,4,4,4,4,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,53540002,0
3,4,4,5,2,3,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,53540006,0
3,4,3,2,5,1,1,0,0,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,4,5,5,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,53620003,1
3,7,4,2,5,3,2,0,0,1,1,1,4,5,4,5,1,5,5,5,5,4,5,4,2,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,2,3,3,2,3,2,2,53680002,0
,7,2,3,6,4,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,53860001,0
4,5,2,3,2,2,1,0,0,1,1,1,3,5,5,5,3,5,4,5,5,4,3,5,2,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,2,2,2,1,3,3,5,2,2,53860005,1
,10,4,5,5,2,2,1,1,1,1,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,2,2,53950001,1
,10,4,5,5,2,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,53950002,1
,6,4,2,6,2,1,0,0,1,1,1,2,4,3,4,2,4,4,4,3,4,3,2,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,5,4,5,5,5,3,3,3,3,3,54020001,0
3,6,4,5,3,2,2,0,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,54020004,0
3,7,4,3,3,4,4,0,0,1,1,1,4,4,4,5,5,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,4,5,5,4,54250002,0
3,6,4,2,5,2,1,0,0,1,1,1,2,3,4,3,4,2,4,4,3,4,3,2,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,5,4,5,5,5,3,3,3,3,3,54260001,0
,11,4,2,3,2,2,0,0,1,1,1,4,4,4,4,3,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,54600003,0
3,2,3,1,8,1,1,0,0,1,1,1,1,3,2,2,1,1,1,2,1,1,1,1,1,3,3,2,3,3,2,3,3,2,2,1,2,2,2,3,1,3,2,3,3,4,3,4,3,54610001,0
3,5,3,4,8,1,1,0,0,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,1,2,2,1,3,1,2,1,3,2,2,2,2,3,2,2,2,2,2,54610002,0
8,9,4,2,5,3,3,3,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,3,4,4,54610003,0
3,3,2,2,6,2,1,1,1,1,1,1,5,5,5,5,3,5,1,5,5,5,5,3,3,5,5,2,3,4,1,1,2,2,2,2,2,2,1,5,5,5,5,5,4,4,4,4,4,54770001,0
3,4,4,2,5,3,1,3,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,4,54770002,0
2,4,4,1,6,2,1,0,0,3,1,1,3,4,3,4,2,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,4,4,3,4,4,4,54840001,0
2,5,4,1,3,3,1,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,54840002,0
,3,3,1,2,3,1,0,0,1,1,1,1,4,5,4,4,1,4,5,5,5,4,4,3,5,5,5,5,5,1,5,5,4,5,5,4,5,5,4,3,3,3,3,3,3,4,3,3,54860004,0
3,6,3,1,6,2,1,3,1,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,55000001,0
3,3,3,1,6,2,2,1,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,55000002,0
3,11,4,1,3,2,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,2,2,3,3,1,1,4,55100003,0
2,7,4,2,6,1,1,6,6,1,1,1,4,4,2,5,2,4,4,5,5,2,1,1,1,5,5,5,5,5,5,5,5,5,3,2,4,4,4,5,5,5,5,5,3,3,2,3,3,55130002,0
3,5,3,2,6,1,1,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,2,5,5,5,5,5,5,5,5,5,5,3,2,2,3,2,3,3,3,3,2,2,2,2,2,55180002,1
2,3,4,5,5,3,3,1,1,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,2,3,55340001,1
4,3,3,5,5,2,2,0,0,1,1,1,4,5,5,5,3,3,3,4,3,3,1,1,1,5,5,1,5,5,5,3,5,2,5,1,5,5,5,5,5,5,5,5,3,3,3,3,3,55490001,0
4,7,3,2,5,2,2,0,0,1,1,1,5,5,5,5,5,1,1,5,1,3,4,1,1,5,5,5,5,5,5,5,5,1,5,1,5,3,5,5,5,5,5,5,4,4,4,4,4,55490002,0
3,4,4,5,2,2,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,55490003,0
,3,2,4,8,2,2,4,3,2,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,5,5,5,5,5,5,5,5,5,5,2,5,2,3,5,3,5,4,5,3,3,3,3,3,55510001,0
,9,4,1,3,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,1,1,2,1,1,55520002,1
5,6,3,3,4,3,2,2,2,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,4,3,3,4,55620004,0
3,6,4,1,4,3,3,1,1,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,2,1,1,2,2,55680003,1
,2,3,6,6,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,2,2,2,2,2,55710002,0
1,4,2,1,3,2,2,0,0,1,1,1,4,5,5,5,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,55730003,1
1,5,4,5,6,2,2,1,1,1,3,3,1,4,3,3,4,4,4,3,3,2,2,3,2,4,4,2,2,2,3,3,3,3,2,2,2,3,2,5,4,5,4,4,3,2,4,1,2,55760002,0
3,11,4,5,4,3,2,4,3,2,2,2,4,4,3,4,4,3,4,4,5,5,4,5,3,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,4,4,3,4,55760003,0
3,5,2,1,3,2,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,3,3,3,3,3,3,55890003,1
3,4,2,2,5,2,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,2,2,2,2,2,55940002,0
3,5,4,5,3,2,1,0,0,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,3,4,4,2,5,3,3,2,5,3,4,55940003,0
1,4,2,1,2,4,4,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,1,2,4,5,5,5,4,55940004,0
3,5,4,5,6,3,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,55950003,0
3,4,2,1,7,2,2,1,1,1,1,1,4,4,3,4,3,4,2,4,4,3,3,3,2,4,4,5,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,3,4,4,56020001,1
3,5,2,1,6,3,1,3,1,1,2,1,1,5,3,4,3,5,3,4,4,3,3,3,2,5,5,5,5,5,5,4,4,4,4,3,3,3,2,3,3,5,3,4,3,3,4,4,4,56020002,1
3,5,2,5,3,3,2,1,1,1,1,1,4,4,4,5,4,4,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,56020003,1
,8,4,1,4,2,2,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,56030004,0
3,5,4,3,6,2,2,1,1,1,1,1,2,3,3,3,2,2,2,2,2,2,2,2,2,5,5,5,5,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,56050001,0
3,4,2,1,6,2,1,0,0,1,1,1,2,4,4,4,3,3,3,3,2,3,2,2,3,5,5,5,4,4,4,3,3,3,2,2,2,2,2,4,3,4,2,4,3,3,3,2,3,56050002,0
,8,4,4,4,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,3,3,4,3,3,56050005,0
,3,3,1,5,3,1,0,0,1,1,1,4,4,3,4,4,5,4,4,4,5,4,4,4,5,5,4,5,5,5,5,4,4,4,4,2,3,3,3,3,3,4,3,2,3,3,2,2,56210001,0
,6,4,2,5,3,1,0,0,1,1,1,3,3,4,4,4,4,4,3,4,4,3,3,3,5,5,4,5,5,5,4,5,5,5,5,5,4,4,3,3,3,4,3,3,4,3,3,3,56210002,1
3,5,2,1,5,1,1,1,1,1,1,1,4,4,5,5,3,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,5,4,3,3,3,4,56220002,0
,3,2,1,2,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,56220003,0
,8,3,5,6,1,1,0,0,1,1,1,2,3,2,3,3,4,4,3,3,3,2,2,1,4,4,3,4,4,3,3,3,2,4,2,4,2,1,5,4,5,5,5,2,2,2,2,2,56250002,0
3,5,3,1,2,3,3,0,0,1,1,1,4,5,4,4,4,3,3,4,4,4,4,4,3,5,5,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,3,3,2,1,3,56250004,0
,4,4,4,5,3,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,3,3,3,3,56320002,1
3,5,3,5,6,3,1,0,0,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,56410001,0
3,5,4,1,5,3,1,0,0,1,1,1,4,5,5,5,3,5,5,5,5,3,3,4,3,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,5,5,3,4,4,4,3,56410002,1
3,9,2,1,3,3,2,4,1,1,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,3,2,2,3,56410003,0
2,6,2,1,3,3,2,0,0,1,1,1,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,4,3,5,5,4,4,5,4,4,4,56460002,0
3,6,4,3,5,1,1,0,0,1,4,1,4,4,5,5,4,4,5,5,5,4,4,3,2,5,5,5,5,5,5,4,4,3,5,3,4,4,4,4,4,5,4,5,3,2,2,2,2,56510002,0
3,6,4,1,2,1,1,0,0,1,1,1,1,5,5,5,3,5,5,5,5,5,3,3,2,5,5,5,5,5,5,5,5,5,5,3,5,3,3,4,4,4,4,4,4,4,4,4,4,56510003,0
3,8,4,6,6,2,2,0,0,1,1,1,4,4,4,4,4,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,56550001,0
3,6,4,6,6,2,1,0,0,1,1,1,5,5,5,5,3,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,56550002,0
3,4,4,5,3,3,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,56550004,0
,6,4,2,5,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,3,3,2,3,3,56590001,1
,6,4,2,6,3,3,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,4,4,4,56590002,1
4,4,2,1,3,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,56600003,1
4,4,2,1,3,3,2,0,0,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,56600004,1
,5,3,2,3,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,56640004,0
7,9,4,4,5,4,3,0,0,1,1,1,4,4,5,5,4,5,4,4,4,5,5,5,4,5,5,5,4,4,4,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,4,56850002,0
1,9,4,4,5,4,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,57010001,0
4,8,4,5,5,3,2,0,0,1,1,1,5,5,4,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,57010002,0
4,9,4,5,6,4,4,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,57090001,0
2,9,4,5,6,4,4,0,0,1,1,1,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,4,5,4,4,5,5,5,4,4,5,57090002,0
2,9,4,5,7,3,3,0,0,1,1,1,5,5,4,4,5,5,5,5,4,4,4,4,4,5,5,5,4,4,5,5,5,4,4,4,5,5,4,5,5,4,5,4,4,5,4,4,4,57110001,0
5,6,3,3,5,3,4,2,2,2,2,2,4,4,4,3,3,5,5,5,5,4,4,4,4,4,4,4,3,3,3,4,4,5,5,4,4,3,3,4,5,4,5,5,4,4,5,5,5,57130001,1
3,6,4,4,4,4,4,2,2,2,2,2,4,4,4,5,5,5,4,4,4,3,4,4,4,4,4,3,3,3,3,5,5,5,5,4,4,4,4,5,4,5,5,5,5,5,4,4,4,57130002,1
5,7,4,3,6,2,3,1,1,2,2,2,4,3,5,5,5,4,4,4,3,4,4,4,4,4,4,5,5,3,4,5,4,4,4,5,5,4,4,4,5,5,4,5,4,4,4,3,4,57150001,0
5,7,4,3,5,3,3,2,2,2,2,2,4,4,5,4,4,3,3,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,5,5,5,4,4,5,5,4,5,4,4,4,4,3,4,57150002,0
4,6,3,4,6,4,3,1,1,2,1,1,4,4,5,5,3,3,4,4,5,4,4,5,5,4,4,4,5,5,5,5,3,3,3,3,4,4,4,5,5,5,4,5,4,3,5,4,4,57160001,0
4,7,4,4,5,3,3,2,2,2,2,2,3,4,4,4,3,3,3,4,5,5,4,4,4,3,5,4,4,4,3,3,3,3,4,4,3,3,3,5,4,5,5,4,4,4,3,3,3,57160002,0
5,7,3,4,5,3,3,2,2,2,2,2,4,3,3,5,5,4,4,4,3,3,4,4,4,4,4,4,5,5,4,4,3,3,5,5,4,4,4,5,5,5,5,5,4,4,3,4,4,57170001,0
,7,3,2,5,4,3,0,0,1,1,1,4,4,5,5,5,5,4,4,3,3,4,4,4,4,4,5,4,4,4,4,3,3,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,57180001,0
